aba 阿爸
dongrenxinpo 动人心魄
dongrenxinxian 动人心弦
dongrong 动容
dongshen 动身
dongshou 动手
dongshoudongjiao 动手动脚
dongshoushu 动手术
dongtai 动态
dongtan 动弹
dongting 动听
dongtu 动土
dongwen 动问
dongwo 动窝
dongwu 动武
dongwuyuan 动物园
dongxiang 动向
dongxin 动心
dongxing 动刑
dongyao 动摇
dongyuan 动员
dongyuanling 动员令
dongzhe 动辄
dongzhedejiu 动辄得咎
dongzhengede 动真格的
dongzui 动嘴
dongzuo 动作
dongzuopian 动作片
dongyu 冻雨
dongdoufu 冻豆腐
donger 冻儿
dongjie 冻结
dongnei 冻馁
dongrou 冻肉
dongshang 冻伤
dongzu 侗族
donghe 恫吓
dongliang 栋梁
dongfanghuazhu 洞房花烛
dongcha 洞察
dongche 洞彻
dongchuan 洞穿
dongfu 洞府
dongjian 洞见
dongkai 洞开
dongruoguanhuo 洞若观火
dongtianfudi 洞天福地
dongxiao 洞晓
dongxue 洞穴
dongzi 洞子
dongti 胴体
dou 痘
doubu 兜捕
doudi 兜底
doudou 兜兜
doudu 兜肚
doufeng 兜风
doulan 兜揽
doumai 兜卖
douquanzi 兜圈子
doushengyi 兜生意
doushou 兜售
douxiao 兜销
douzi 斗子
douche 斗车
doudan 斗胆
doufu 斗富
dougong 斗拱
douji 斗箕
douli 陡立
doupeng 斗篷
doushi 斗室
douyan 斗艳
douzhuanxingyi 斗转星移
doubaofu 抖包袱
douchan 抖颤
doudong 抖动
doulou 抖搂
douluo 抖落
dousou 抖擞
douweifeng 抖威风
douqiao 陡峭
doubi 陡壁
doubian 陡变
doujun 陡峻
doupo 陡坡
douran 陡然
douzeng 陡增
douzhi 陡直
doufa 斗法
douniu 斗牛
douniushi 斗牛士
douou 斗殴
douqi 斗气
douxinyaner 斗心眼儿
douzheng 斗争
douzui 斗嘴
doujiang 豆酱
douqing 豆青
doubaner 豆瓣儿
doubao 豆包
doubing 豆饼
douchi 豆豉
doufen 豆粉
doufupi 豆腐皮
doufuru 豆腐乳
doufuzha 豆腐渣
doufuzhagongcheng 豆腐渣工程
doufugan 豆腐干
doufunaoer 豆腐脑儿
douhuaer 豆花儿
doujia 豆荚
doujiaoer 豆角儿
doujie 豆秸
doukou 豆蔻
doukounianhua 豆蔻年华
doulv 豆绿
doumian 豆面
doumiao 豆苗
dounai 豆奶
douru 豆乳
dousha 豆沙
douyacai 豆芽菜
douyou 豆油
douzha 豆渣
douzhipin 豆制品
dougen 逗哏
douhao 逗号
doule 逗乐
douliu 逗留
dounong 逗弄
douquer 逗趣儿
douren 逗人
douyin 逗引
ducheng 笃诚
duhui 都会
dushi 笃实
du 犊
dulu 嘟噜
dunang 嘟囔
duban 督办
ducha 督察
ducu 督促
dudao 独到
duxue 督学
duzhan 督战
duzhen 督阵
ducao 渡槽
duchong 蠹虫
duci 毒刺
duda 毒打
duer 毒饵
dufan 毒犯
duhai 毒害
duhua 毒化
duji 毒计
dujian 毒箭
dujun 毒菌
dula 毒辣
duliu 毒瘤
dupin 毒品
duqi 肚脐
duqidan 毒气弹
dusha 毒杀
dushe 毒蛇
dushou 笃守
dusu 毒素
duwu 黩武
duxian 毒腺
duxiao 毒枭
duxing 毒刑
duya 毒牙
duyan 毒焰
duyao 毒药
duye 毒液
duyin 赌瘾
duzhi 笃志
dushu 读数
duben 赌本
duhougan 读后感
dumiao 读秒
dushuren 读书人
duzhe 读者
duzi 犊子
dulou 髑髅
duba 独霸
dudangyimian 独当一面
dujuhuiyan 独具慧眼
dubai 独白
dubu 独步
ducai 独裁
ducaizhe 独裁者
duchang 独唱
duchuxincai 独出心裁
duchu 独处
duchuang 独创
duchuangxing 独创性
dudaozhichu 独到之处
duduan 独断
duduanzhuanxing 独断专行
dufu 独夫
dugeer 独个儿
dujia 独家
dujiaoxi 独角戏
duju 赌具
dujujiangxin 独具匠心
dujuyige 独具一格
dujuzhiyan 独具只眼
dulan 独揽
duli 独力
duliwangguo 独立王国
dulixing 独立性
dulianti 独联体
dulingfengsao 独领风骚
dulongzu 独龙族
dulunche 独轮车
dumen 独门
dumenduyuan 独门独院
dumuju 独幕剧
dumunanzhi 独木难支
dumuqiao 独木桥
dumuzhou 独木舟
dunv 独女
dupixijing 独辟蹊径
dushanqishen 独善其身
dushen 笃深
dusheng 独生
dushengnv 独生女
dushengzi 独生子
dushengzinv 独生子女
dushuyizhi 独树一帜
dute 独特
dutun 独吞
duxiang 独享
duyanlong 独眼龙
duyiwuer 独一无二
duyou 独有
duyuan 独院
duzhanaotou 独占鳌头
duzhuo 独酌
duzou 独奏
duzouqu 独奏曲
duai 笃爱
duhou 笃厚
duxin 堵心
duche 堵车
dujie 堵截
duse 堵塞
dutu 赌徒
dubo 赌博
dugui 赌鬼
dugun 赌棍
duqian 赌钱
duqiu 赌球
duwo 赌窝
duzhai 赌债
duzhu 赌注
duwushangqing 睹物伤情
duwusiren 睹物思人
duzhou 睹咒
duhuo 妒火
dujuan 杜鹃
dujuanhua 杜鹃花
dujue 杜绝
dukang 杜康
duzhuan 杜撰
dudai 肚带
dudou 肚兜
duliang 肚量
dupi 肚皮
duqiyaner 肚脐眼儿
duhuang 度荒
duguo 度过
dujiacun 度假村
duliangheng 度量衡
duri 度日
durirunian 度日如年
duxun 度汛
duchuan 渡船
dukou 渡口
dulun 渡轮
duqiao 渡桥
duceng 镀层
duge 镀铬
dujin 镀金
duan 煅
duanjiazi 端架子
duankou 断口
duanli 端丽
duanliang 端量
duanni 端倪
duanwu 端午
duanwujie 端午节
duanxian 端线
duanxiang 断想
duanyan 端砚
duanyang 端阳
duanyangjie 端阳节
duanzheng 端正
duanzhong 断种
duanzhuang 短装
duanzuo 端坐
duanshao 煅烧
duanxun 短训
duanbingxiangjie 短兵相接
duanbo 短波
duanbuliao 短不了
duanchang 段长
duancheng 短秤
duanchu 短处
duancu 短粗
duanda 短打
duandi 短笛
duanfa 短发
duangong 锻工
duanjian 锻件
duanju 短剧
duanku 短裤
duanlu 断路
duanming 断命
duanpao 短跑
duanpian 断片
duanping 短评
duanpingkuai 短平快
duanqi 断气
duanqian 短浅
duanqiang 短枪
duanque 短缺
duanqun 短裙
duanshi 短视
duanshou 短寿
duantu 短途
duanwa 短袜
duanwen 短文
duanxiao 短小
duanxin 短信
duanxiu 短袖
duanyu 断狱
duanzan 短暂
duanluo 段落
duanwei 段位
duanzi 缎子
duanhun 断魂
duanhe 断喝
duanhou 断后
duanduan 断断
duanjiao 断交
duanhu 断乎
duanlie 断裂
duanjue 断绝
duanan 断案
duanbicanyuan 断壁残垣
duanceng 断层
duanchui 断炊
duandai 断代
duandaishi 断代史
duandang 断档
duanding 断定
duanduanxuxu 断断续续
duandun 断顿
duangen 断根
duanhang 断航
duanliedai 断裂带
duanliu 断流
duanlong 断垄
duanmian 断面
duannai 断奶
duanran 断然
duansong 断送
duantoutai 断头台
duanxu 断续
duanya 断崖
duanyuancanbi 断垣残壁
duanzhangquyi 断章取义
duanzhi 锻制
duanzijuesun 断子绝孙
duanshu 椴树
duanlian 锻炼
duanzao 锻造
dui 碓
duidie 堆叠
duifang 堆放
duifei 堆肥
duiji 堆集
duiqi 队旗
duixiao 堆笑
duizhan 堆栈
duibu 队部
duichang 对唱
duili 队礼
duilie 队列
duiri 队日
duiwu 队伍
duixing 队形
duiyou 队友
duiyuan 队员
duijia 对家
duijiangji 对讲机
duibuqi 对不起
duijiao 对焦
duideqi 对得起
duihao 对号
duijiaoxian 对角线
duijie 对接
duijin 对襟
duiju 对举
duian 对岸
duibai 对白
duiban 对半
duiben 对本
duibi 对比
duibidu 对比度
duibise 对比色
duibugongtang 对簿公堂
duibuzhu 对不住
duice 对策
duichen 对称
duici 对词
duida 对打
duidaruliu 对答如流
duidai 对待
duidezhu 对得住
duideng 对等
duidi 对敌
duidiao 对调
duifu 兑付
duige 对歌
duigong 对攻
duiguang 对光
duiguo 对过
duihaoruzuo 对号入座
duihua 对话
duihuan 对换
duihuo 对火
duijue 对决
duikai 对开
duikang 对抗
duikangsai 对抗赛
duikangxing 对抗性
duikou 对口
duikouxiangsheng 对口相声
duilei 对垒
duilimian 对立面
duilian 对联
duiliu 对流
duiliuceng 对流层
duilu 对路
duimen 对门
duimian 对面
duiniutanqin 对牛弹琴
duiou 对偶
duishi 对视
duishou 对手
duishu 对数
duitaixi 对台戏
duitou 对头
duiwai 对外
duiweier 对味儿
duiweikou 对胃口
duixia 对虾
duixiang 对象
duixin 对心
duiyan 对眼
duiyi 对译
duiyin 对饮
duiying 对应
duiyu 对于
duizhang 对仗
duizhao 对照
duizhe 对折
duizhegan 对着干
duizhen 对阵
duizheng 对证
duizhengxiayao 对症下药
duizhi 对质
duizhun 对准
duizhuo 对酌
duizi 对子
duijiang 兑奖
duiqu 兑取
duixian 兑现
dun 礅
dungongli 吨公里
dunwei 吨位
duncu 敦促
dunhou 敦厚
dunmu 敦睦
dunqing 敦请
dunshi 遁世
dunbu 墩布
dunzi 墩子
dundian 蹲点
dunfu 蹲伏
dunkeng 蹲坑
dunshou 蹲守
duner 盹儿
dunchuan 趸船
dunpai 盾牌
dunhua 钝化
dunjiao 钝角
dunqi 钝器
dunkaimaose 顿开茅塞
dunran 顿然
dunwu 顿悟
dunzu 顿足
dunhao 顿号
dunci 遁词
dunji 遁迹
dunxing 遁形
duoxie 多谢
duoyuan 多元
duozui 多嘴
duo 驮
duoban 多半
duobian 多变
duobianmaoyi 多边贸易
duobianxing 多边形
duocaiduoyi 多才多艺
duocai 多彩
duoceng 多层
duochiduozhan 多吃多占
duochoushangan 多愁善感
duochuan 多舛
duociyiju 多此一举
duoci 多次
duodangzhi 多党制
duodongzheng 多动症
duoduan 多端
duoduo 多多
duoduoyishan 多多益善
duofa 多发
duofabing 多发病
duofaxing 多发性
duofang 多方
duogongneng 多功能
duogua 多寡
duoguanxianshi 多管闲事
duohuier 多会儿
duoji 多极
duojiu 多久
duokuaihaosheng 多快好省
duokui 夺魁
duolaoduode 多劳多得
duolv 多虑
duome 多么
duomeiti 多媒体
duomianshou 多面手
duomianti 多面体
duomoushanduan 多谋善断
duomuju 多幕剧
duonanxingbang 多难兴邦
duonian 多年
duoniansheng 多年生
duoqing 多情
duori 多日
duoruniumao 多如牛毛
duoshao 多少
duoshenjiao 多神教
duoshi 多时
duoshizhiqiu 多事之秋
duoshu 多数
duotou 多头
duoxiang 多向
duoxin 多心
duoyang 多样
duoyanghua 多样化
duoyiban 多一半
duoyi 多疑
duoyici 多义词
duoyinzi 多音字
duoyu 多于
duoyuanhua 多元化
duoyuanlun 多元论
duoyun 多云
duozaiduonan 多灾多难
duozhong 多种
duozhongduoyang 多种多样
duozhongjingying 多种经营
duozi 垛子
duoziduocai 多姿多彩
duozuiduoshe 多嘴多舌
duoduobiren 咄咄逼人
duoduoguaishi 咄咄怪事
duoduosuosuo 哆哆嗦嗦
duosuo 哆嗦
duomu 夺目
duoqu 夺取
duoquan 夺权
duozhan 夺占
duoguan 夺冠
duobei 夺杯
duobiao 夺标
duode 堕地
duokuangerchu 夺眶而出
duolu 夺路
duomenerchu 夺门而出
duobu 踱步
duofangbu 踱方步
duolaiduoqu 踱来踱去
duokou 垛口
duobi 躲避
duocang 躲藏
duoduoshanshan 躲躲闪闪
duofeng 躲风
duolan 躲懒
duorang 躲让
duoshan 躲闪
duozhai 躲债
duoluo 堕落
duoma 堕马
duoru 堕入
duotai 堕胎
duogong 舵工
duolun 舵轮
duoshou 舵手
duoxing 惰性
duojiao 跺脚
e 腭
ejiao 阿胶
emituofo 阿弥陀佛
eyu 恶语
eyufengying 阿谀逢迎
eyufengcheng 阿谀奉承
eniao 屙尿
eshi 屙屎
enuo 婀娜
enuoduozi 婀娜多姿
echuan 讹传
emiu 讹谬
ewu 讹误
ezha 讹诈
eer 俄而
eluosi 俄罗斯
eluosizu 俄罗斯族
ewen 俄文
eyan 俄延
emei 娥眉
edan 鹅蛋
edanlian 鹅蛋脸
ehuang 鹅黄
eluanshi 鹅卵石
emao 鹅毛
emaodaxue 鹅毛大雪
emaoshan 鹅毛扇
erong 鹅绒
ezhang 鹅掌
ezi 蛾子
eding 额定
edu 恶毒
egu 额骨
eshouchengqing 额手称庆
eshu 额数
etou 额头
ewai 额外
exin 恶心
eerninuo 厄尔尼诺
enan 厄难
eyun 厄运
esha 扼杀
eshou 扼守
esi 扼死
ewan 扼腕
eyao 扼要
ezhi 扼制
ehenhen 恶狠狠
ebao 恶报
eba 恶霸
echou 恶臭
edou 恶斗
egan 恶感
egou 恶狗
eguanmanying 恶贯满盈
egui 饿鬼
egun 恶棍
eguo 恶果
ehua 恶化
eji 恶疾
elang 恶浪
elie 恶劣
ema 恶骂
emeng 噩梦
eming 恶名
emo 恶魔
enian 恶念
eqi 恶气
eren 恶人
eshao 恶少
eshengeqi 恶声恶气
esu 恶俗
etu 恶徒
exi 恶习
exing 恶行
exingzhongliu 恶性肿瘤
eyi 恶意
ezhan 恶战
ezhuo 恶浊
ezuoju 恶作剧
efan 饿饭
ehu 饿虎
ehupushi 饿虎扑食
epiao 饿殍
elunchunzu 鄂伦春族
ewenkezu 鄂温克族
eran 愕然
ezu 遏阻
ehao 噩耗
en 摁
enai 恩爱
enchong 恩宠
enchou 恩仇
enci 恩赐
ende 恩德
endian 恩典
enduanyijue 恩断义绝
enhui 恩惠
enjiangchoubao 恩将仇报
enqing 恩情
enren 恩人
enshi 恩师
enyuan 恩怨
enze 恩泽
enzhongrushan 恩重如山
enzhun 恩准
eng 嗯
erma 儿马
ertongju 儿童剧
er 贰
erge 儿歌
erhua 儿化
erhuangdi 儿皇帝
erke 儿科
erlang 儿郎
ernan 儿男
ernv 儿女
ernvqingchang 儿女情长
ernvqingjia 儿女亲家
ershi 耳饰
ersun 儿孙
ertong 儿童
ertongcun 儿童村
ertongjie 儿童节
ertongtuan 儿童团
erxi 儿戏
erxifuer 儿媳妇儿
erzi 耳子
erli 而立
erhou 尔后
erjin 而今
erkuang 而况
erqie 而且
erwai 而外
eryan 而言
eryi 而已
erdeng 尔等
eryuwozha 尔虞我诈
erbaoshen 耳报神
erbei 耳背
erbianfeng 耳边风
erbinsimo 耳鬓厮磨
erchui 耳垂
ercongmuming 耳聪目明
erduo 耳朵
erduoyaner 耳朵眼儿
erfang 二房
erfu 二伏
ergen 耳根
ergou 耳垢
ergu 耳鼓
erguazi 耳刮子
erguang 耳光
erhuan 耳环
erji 耳际
erjian 耳尖
erkong 耳孔
erkuo 耳廓
erlun 耳轮
erming 耳鸣
ermo 耳膜
ermu 耳目
ermuyixin 耳目一新
erpangfeng 耳旁风
erre 耳热
errumuran 耳濡目染
erruanxinhuo 耳软心活
ersai 耳塞
ersheng 耳生
ershu 耳熟
ershunengxiang 耳熟能详
ershun 耳顺
ertimianming 耳提面命
erwen 耳闻
erwenmudu 耳闻目睹
eryin 耳音
eryu 耳语
erzhen 耳针
erzhui 耳坠
erzhuizi 耳坠子
erliao 饵料
erhun 二婚
ershisijieqi 二十四节气
erxin 二心
erbadao 二把刀
erbashou 二把手
erbaiwu 二百五
ercha 二茬
erchongchang 二重唱
erchongxing 二重性
erchongzou 二重奏
erchuanshou 二传手
ercinengyuan 二次能源
erdaofanzi 二道贩子
erfangdong 二房东
erguizi 二鬼子
erguotou 二锅头
erhu 二胡
erhualian 二花脸
erhuabushuo 二话不说
erhuameishuo 二话没说
erhuang 二黄
erjingong 二进宫
erjinzhi 二进制
erlangtui 二郎腿
erlao 二老
erlengzi 二愣子
erliu 二流
erliuzi 二流子
ermuzhi 二拇指
errenzhuan 二人转
ershou 二手
ershouche 二手车
ershoufang 二手房
ershouhuo 二手货
ershouyan 二手烟
ertai 二胎
ertijiao 二踢脚
erwuyan 二五眼
erxian 二线
eryanghualiu 二氧化硫
eryanghuatan 二氧化碳
eryitianzuowu 二一添作五
eryuanlun 二元论
erzhan 二战
erzhe 二者
erchen 贰臣
faan 发案
fajiang 发僵
fakanci 发刊词
falu 发露
fameng 发蒙
fayang 发痒
fayuandi 发源地
fa 阀
fabai 发白
fabang 发榜
fabao 发报
fabaoren 发包人
fabaoji 发报机
fabian 发辫
fabiao 发标
fabing 发兵
fabinglv 发病率
fabu 发布
fabuhui 发布会
facai 发菜
fache 发车
fachi 发痴
fachou 发愁
fachu 发憷
fachuan 发喘
fada 发达
fadaguojia 发达国家
fadashui 发大水
fadai 发带
fadia 发嗲
fadian 法典
fadianji 发电机
fadianzhan 发电站
fadong 发动
fadongji 发动机
fadou 发抖
faduan 发端
fafan 发凡
fafang 发放
fafen 发愤
fafentuqiang 发愤图强
fafeng 发疯
fafu 发付
fagao 发糕
fagei 发给
faguang 发光
fahan 发汗
fahaoshiling 发号施令
fahei 发黑
fahen 发狠
faheng 发横
fahengcai 发横财
fahong 发红
fahua 发花
fahuan 发还
fahuang 发慌
fahui 法会
fahun 发昏
fahuo 发货
fahuopiao 发货票
faji 发际
fajia 发夹
fajiazhifu 发家致富
fajiao 发胶
fajiaofen 发酵粉
fajin 发紧
fajiong 发窘
fajiufeng 发酒疯
fajue 发觉
fakan 发刊
faku 发苦
fakuang 发狂
fakun 发困
falan 发懒
faleng 发冷
faliang 发亮
faling 发令
falingqiang 发令枪
faluo 法螺
falv 发绿
fama 砝码
famao 发毛
famei 发霉
famen 发闷
famian 发面
faming 法名
famingjia 发明家
famingquan 发明权
famu 发木
fanan 犯案
fani 发腻
fanian 发蔫
fanu 发怒
fapai 发排
fapang 发胖
fapei 发配
fapiqi 发脾气
fapiao 发飘
faqi 发妻
faqing 发青
faqiu 罚球
fare 发热
farenshensi 发人深思
farenshenxing 发人深省
faren 发轫
faruan 发软
fasan 发散
fasang 发丧
fase 发涩
fasha 发傻
fashao 发烧
fashaoyou 发烧友
fashe 发射
fashechang 发射场
fasheta 发射塔
fashetai 发射台
fashenjing 发神经
fasheng 发声
fashi 发市
fashou 发售
fashua 发刷
fashui 发水
fasong 发送
fasuan 发酸
fatang 发烫
fatao 发套
fateng 发疼
fatiao 发条
fawei 发威
fawen 法文
fawu 发屋
faxian 发现
faxiang 发饷
faxiangdi 发祥地
faxiao 发笑
faxie 发泄
faxin 发薪
faxing 发型
faxu 发虚
faya 发哑
fayan 发炎
fayanquan 发言权
fayanren 发言人
fayangcai 发洋财
fayangguangda 发扬光大
fayaozi 发疟子
fayin 发音
faying 发硬
fayou 发油
fayu 法语
fayuan 发愿
fayun 发晕
fazao 发躁
fazhan 发展
fazhanzhongguojia 发展中国家
fazheng 发怔
fazifeifu 发自肺腑
fazuo 发作
fali 法力
fashu 乏术
faqu 伐区
fagui 罚跪
fajiu 罚酒
fakuan 罚款
famo 罚没
famokuan 罚没款
fazi 筏子
faban 法办
fabuzezhong 法不责众
fachang 法场
fading 法定
fadu 法度
faguan 法官
faguo 法国
fahao 法号
fajing 法警
falanrong 法兰绒
falang 珐琅
falao 法老
famang 法盲
faquan 法权
fatie 法帖
fating 法庭
fatong 法统
fawang 发网
faxisi 法西斯
faxisizhuyi 法西斯主义
fayi 法衣
faze 法则
fazhi 发指
fala 发蜡
faqia 发卡
fan 矾
fanban 帆板
fanbu 反哺
fanbubao 帆布包
fanchuan 反串
fanshu 番薯
fanhao 番号
fanqie 番茄
fanranhuiwu 幡然悔悟
fanchen 凡尘
fangai 翻改
fanbaiyan 翻白眼
fanbener 翻本儿
fancha 翻查
fanche 翻车
fandi 翻地
fandong 翻动
fandou 翻斗
fandouche 翻斗车
fanfan 泛泛
fanfei 翻飞
fanfu 翻覆
fangeer 翻个儿
fangentou 翻跟头
fangeng 翻耕
fangong 翻供
fangun 翻滚
fanhui 翻悔
fanjian 犯贱
fanjiang 翻浆
fanjiangdaohai 翻江倒海
fanjiao 翻搅
fanjiuzhang 翻旧账
fanjuan 翻卷
fanke 翻刻
fanlaifuqu 翻来覆去
fanlian 翻脸
fanling 翻领
fanlu 翻录
fanmao 翻毛
fannong 翻弄
fanpai 翻牌
fansha 翻砂
fanshai 翻晒
fanshanyueling 翻山越岭
fanshen 烦神
fanshenzhang 翻身仗
fanteng 翻腾
fantian 翻天
fantianfudi 翻天覆地
fanwei 翻胃
fanxiangdaogui 翻箱倒柜
fanxin 凡心
fanxiu 返修
fanyi 犯疑
fanyin 翻印
fanyong 凡庸
fanyue 翻越
fanyunfuyu 翻云覆雨
fanzao 翻造
fanzhuan 反转
fanli 凡例
fanerding 凡尔丁
fanfusuzi 凡夫俗子
fanren 烦人
fanshi 反噬
fanshilin 凡士林
fansu 反诉
fanxiang 凡响
fantu 矾土
fansuozhexue 烦琐哲学
fanchou 烦愁
fanlao 烦劳
fanluan 繁乱
fanmen 烦闷
fannao 烦恼
fanqing 烦请
fanrao 烦扰
fanyou 烦忧
fanlong 樊笼
fanhuasijin 繁花似锦
fanru 繁缛
fanzhi 泛指
fanduo 繁多
fanhua 泛化
fanmang 繁忙
fanmi 繁密
fannan 繁难
fanrong 繁冗
fanrongchangsheng 繁荣昌盛
fansheng 繁盛
fansuo 反锁
fanti 繁体
fantizi 繁体字
fanwenrujie 繁文缛节
fanxing 繁星
fanyan 繁衍
fanyu 反语
fanza 繁杂
fanzhong 繁重
fanbaiweisheng 反败为胜
fanbang 反绑
fanbi 反比
fanbili 反比例
fanbo 反驳
fance 反侧
fanchang 反常
fanchao 返潮
fansi 贩私
fanzhan 反战
fanzuoyong 反作用
fanba 反扒
fanchu 反刍
fanchunxiangji 反唇相讥
fandao 反倒
fandiao 反调
fandongpai 反动派
fandui 反对
fanduidang 反对党
faner 反而
fanfang 反方
fanfuchanglian 反腐倡廉
fanfuwuchang 反复无常
fangan 反感
fange 反戈
fangeyiji 反戈一击
fangeming 反革命
fangongdaosuan 反攻倒算
fangongziwen 反躬自问
fangu 反骨
fanguan 反观
fanguang 反光
fanguangjing 反光镜
fanji 犯急
fanjizhan 反击战
fanjianji 反间计
fanjie 犯戒
fankang 反抗
fankeweizhu 反客为主
fankong 反恐
fankou 饭口
fankui 反馈
fanmian 反面
fanmu 反目
fanmuchengchou 反目成仇
fanpan 反叛
fanpu 饭铺
fanqidaoerxingzhi 反其道而行之
fanqian 返迁
fanqingxiao 反倾销
fanqiuzhuji 反求诸己
fanshe 反射
fanshou 反手
fantan 反贪
fantankepao 反坦克炮
fante 反特
fanwen 梵文
fanwu 反诬
fanyaoyikou 反咬一口
fanyici 反义词
fanying 反应
fanyingdui 反应堆
fanzhang 反掌
fanzheng 反证
fanzhiyiran 反之亦然
fanzuo 反坐
fanhang 返航
fanhuan 返还
fanlaohuantong 返老还童
fanpin 返聘
fanpuguizhen 返璞归真
fancheng 泛称
fanxiao 返销
fanxiaoliang 返销粮
fanzhao 返照
fanzu 返祖
fanbing 犯病
fanbushang 犯不上
fanbuzhao 犯不着
fandeshang 犯得上
fandezhao 犯得着
fandigu 犯嘀咕
fanfa 犯法
fangui 犯规
fanhun 犯浑
fanjin 犯禁
fankun 犯困
fanshang 犯上
fanshangzuoluan 犯上作乱
fanzui 犯罪
fanzuixianyiren 犯罪嫌疑人
fandu 泛读
fanfanertan 泛泛而谈
fanlan 泛滥
fanlun 泛论
fanqi 泛起
fansuan 泛酸
fanzhou 泛舟
fanliang 饭量
fanwan 饭碗
fancai 饭菜
fandian 饭店
fanguo 饭锅
fanhe 饭盒
fanju 饭局
fannang 饭囊
fanpiao 饭票
fanshao 饭勺
fantang 饭堂
fanting 饭厅
fantong 饭桶
fanzhuang 饭庄
fanzhuo 饭桌
fanben 范本
fanhuang 贩黄
fanjia 贩假
fanmai 贩卖
fanyun 贩运
fanzi 贩子
fangfalun 方法论
fangfangmianmian 方方面面
fangji 纺机
fangjia 方家
fangcheng 方程
fangchi 方尺
fangcun 方寸
fangfa 方法
