hai है
maada माड़ी
maautabaitana माउंटबैटन
mahaadevajee महादेवजी
manakota मनकोट
madaareepura मदारीपुर
bhootvaa भूत्वा
bhaanupriyaa भानुप्रिया
bhaagyashree भाग्यश्री
bhatanera भटनेर
blagotsava ब्लॉगोत्सव
blapha ब्लफ़
pravrittiyo प्रवृत्तियों
ruruaa रुरुआ
praachee प्राची
prosesa प्रोसेस
dhoodhanee ढूंढनी
phatatee फटती
phate फटे
bhaarodbharana भारोद्भरण
phaaitara फाइटर
chadraabha चंद्राभ
phirojaabaada फिरोजाबाद
chadraabhaa चंद्राभा
phaurana फौरन
phraasavaasee फ्रांसवासी
bhavishyalakshee भविष्यलक्षी
basatee बसंती
maalaakaa मालाका
aatamagaamee आतमगामी
saraginee सरंगिणी
bitaate बिताते
laamaao लामाओं
beeda बीड़ी
savidhaayita संविधायित
buletina बुलेटिन
ragavaa रगड़वा
ragavaaiyo रगड़वाइयो
bayaphreda बॉयफ्रेंड
ragavaave रगड़वावे
boraa बोरा
ragavaaee रगड़वाई
breda ब्रेड
ragavaakara रगड़वाकर
bhaavanagara भावनगर
bhojapura भोजपुर
matraalayo मंत्रालयों
ragavaataa रगड़वाता
ragavaatee रगड़वाती
matagananaa मतगणना
ragavaate रगड़वाते
ragavaae रगड़वाए
marma मर्म
ragavaaegaa रगड़वाएगा
masoora मसूर
ragavaaegee रगड़वाएगी
masooree मसूरी
ragavaaege रगड़वाएँगे
maanadada मानदंड
ragavaaoo रगड़वाऊँ
mijaaja मिजाज
ragavaaoogaa रगड़वाऊँगा
munaaphe मुनाफे
ragavaaoogee रगड़वाऊँगी
mridaa मृदा
ragavaaie रगड़वाइए
motaape मोटापे
ragavaaiegaa रगड़वाइएगा
ragavaaiegee रगड़वाइएगी
yogendra योगेन्द्र
ragavaao रगड़वाओ
yogesha योगेश
ragavaaoge रगड़वाओगे
ranajeeta रणजीत
ragavaaogee रगड़वाओगी
raveendra रवीन्द्र
raaitsa राइट्स
ritaayarda रिटायर्ड
rivaajo रिवाजों
reemeka रीमेक
roopaatarana रूपांतरण
laara लार
lega लेग
lopa लोप
laukika लौकिक
vaseeyata वसीयत
vighna विघ्न
vipina विपिन
shakutalaa शकुंतला
ranggadaara रङ्गदार
shaalaa शाला
phalarahita फलरहित
shaalinee शालिनी
dikparivartana दिक्परिवर्तन
shikajaa शिकंजा
thaubala थौबल
sheela शील
mrityudadeeya मृत्युदंडीय
shoharata शोहरत
durvimochana दुर्विमोचन
shadayatra षड़यंत्र
kishineva किशिनेव
sadesho संदेशों
avareba अवरेब
avarebo अवरेबों
satyedra सत्येंद्र
avarebee अवरेबी
phaaji फाजि
samajhauto समझौतों
padatala पदतल
samarasataa समरसता
padatalo पदतलों
sambhoga सम्भोग
asahita असंहित
sarkala सर्कल
pattharachattaa पत्थरचट्टा
sarvaageena सर्वांगीण
ratagiree रतगिरी
saaitsa साइट्स
haaidraisida हाइड्रैसिड
saabuta साबुत
nidaneeya निदनीय
saaraasha सारांश
asaamajasyapoorna असामंजस्यपूर्ण
sudaamaa सुदामा
niranyaaksharipu निरण्याक्षरिपु
surabhi सुरभि
teepa तीपड़ा
sushobhita सुशोभित
sekedaree सेकेंडरी
avareva अवरेव
seminaara सेमिनार
avareviyo अवरेवियो
sanga सॉन्ग
avarevo अवरेवो
saumya सौम्य
avarevoge अवरेवोगे
stetsa स्टेट्स
avarevogee अवरेवोगी
storeja स्टोरेज
avareve अवरेवे
stanapaana स्तनपान
avarevegee अवरेवेगी
sthitiyaa स्थितियां
avarevegaa अवरेवेगा
hasane हंसने
hameeda हमीद
avarevege अवरेवेंगे
hepetaaitisa हेपेटाइटिस
avarevoo अवरेवूँ
avarevoogee अवरेवूँगी
avarevoogaa अवरेवूँगा
avarevee अवरेवी
avarevie अवरेविए
avareviegee अवरेविएगी
avareviegaa अवरेविएगा
avarevane अवरेवने
avarevanaa अवरेवना
avarevate अवरेवते
avarevatee अवरेवती
avarevataa अवरेवता
avarevakara अवरेवकर
analimiteda अनलिमिटेड
anivaaryataa अनिवार्यता
anuyaaee अनुयाई
andhakaara अन्धकार
apriya अप्रिय
arbana अर्बन
asaradaara असरदार
vettaa वेत्ता
aanevaalee आनेवाली
kaanstebila कान्स्टेबिल
itaraphasa इंटरफ़ेस
braitislaavaa ब्रैटिस्लावा
itihaasakaaro इतिहासकारों
hodurana होंडुरन
inkaara इन्कार
pragaaya प्रगाढ़्य
eelaaja ईलाज
apragaaya अप्रगाढ़्य
utpaadakataa उत्पादकता
moghiaa मोघिआ
unmaada उन्माद
dijitila डिजिटिल
ulajhano उलझनों
saahibagaja साहिबगंज
ulajhe उलझे
datadhaavana दंतधावन
ekseedeta एक्सीडेंट
datadhaavano दंतधावनों
edavaasa एडवांस
lachalachaa लचलचा
esaemaesa एसएमएस
lachalachee लचलची
dhaneeya धनीय
osaamaa ओसामा
katapha कटऑफ
katihaara कटिहार
somapaana सोमपान
kadave कड़वे
brahmagranthi ब्रह्मग्रन्थि
kathaka कथक
pravachaka प्रवचंक
kadaapi कदापि
somakeshvara सोमकेश्वर
somakeshvaree सोमकेश्वरी
somakeshvaro सोमकेश्वरों
kaastiga कास्टिंग
naaraja नारंज
kaichee कैंची
naarajee नारंजी
khaaji खाजि
kailoree कैलोरी
kamediyana कॉमेडियन
heraaiyo हेराइयो
kochchi कोच्चि
heraave हेरावे
koraa कोरा
heraaee हेराई
koronaavaayarasa कोरोनावायरस
heraakara हेराकर
koshikaa कोशिका
heraanaa हेराना
koharaama कोहराम
heraane हेराने
kaurava कौरव
heraataa हेराता
kyukee क्युकी
heraatee हेराती
kshaara क्षार
heraate हेराते
khaphayaa ख़ुफ़िया
heraae हेराए
khaaka खाक
heraaegaa हेराएगा
khokhalaa खोखला
heraaegee हेराएगी
khvaahisha ख्वाहिश
gagaadhara गंगाधर
heraaege हेराएँगे
heraaoo हेराऊँ
gaddhaa गड्ढा
heraaoogaa हेराऊँगा
gatimaana गतिमान
heraaoogee हेराऊँगी
gaadheevaadee गांधीवादी
heraaie हेराइए
heraaiegaa हेराइएगा
heraaiegee हेराइएगी
gumaana गुमान
heraao हेराओ
ghira घिर
heraaoge हेराओगे
heraaogee हेराओगी
chaarana चारण
brahmakshatriya ब्रह्मक्षत्रिय
badopaadhyaaya बंदोपाध्याय
betale बेंटले
bejavaala बेंजवाल
besanagara बेसनगर
buryaatiyaa बुर्यातिया
beega बींग
bibliyograaphee बिब्लियोग्राफी
baahaa बाहा
baasudevapura बासुदेवपुर
baarabudaa बारबुडा
baagachee बागची
baakarapura बाकरपुर
bahooddesheeya बहूद्देशीय
bahulakeekarana बहुलकीकरण
barmera बर्मेर
barnahaarda बर्नहार्ड
bartvaala बर्त्वाल
bardsa बर्ड्स
badreenaaraayana बद्रीनारायण
batistaa बतिस्ता
badhava बढ़ाव
phraichaaijee फ्रैंचाइजी
phredrika फ्रेड्रिक
phareedama फ़्रीडम
phranka फ्रन्क
phaneeshiyaaee फ़ोनीशियाई
phakalaida फ़ॉकलैंड
philasaphee फिलॉसफी
phalisteenee फ़िलिस्तीनी
phabrillationa फ़िब्रिल्लतिओन
phatra फ़ित्र
phioreteenaa फिओरेंटीना
proodeshiyala प्रूडेंशियल
prabhaajee प्रभाजी
pratispardhaao प्रतिस्पर्धाओं
prakaashasrota प्रकाशस्रोत
prakaashasadeepti प्रकाशसंदीप्ति
padrahavee पंद्रहवी
pajasheera पंजशीर
poro पोरो
pojeeshaniga पोजीशनिंग
pairotiyaa पैरोटिया
paireta पैरेंट
paiyyaanoora पैय्यानूर
pelesa पेलेस
petro पेत्रो
pri0 पृ०
pushpendra पुष्पेन्द्र
purugupta पुरुगुप्त
